Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Cleveland State,15,6,.714,20,11,.645,75.4,69.9,-1.8,-5.6,Reg. Season Champion
1,Purdue Fort Wayne,15,6,.714,21,12,.636,73.5,69.6,-5.6,-6.7,Reg. Season Champion
3,Northern Kentucky,14,6,.700,20,12,.625,69.9,65.1,-3.2,-6.2,
4,Wright State,15,7,.682,22,14,.611,75.8,71.8,-1.9,-5.1,NCAA Tournament; Conf. Tournament Champion
5,Oakland,12,7,.632,20,12,.625,74.4,68.6,-1.5,-4.1,
6,Detroit Mercy,10,7,.588,14,16,.467,70.7,70.5,-6.3,-5.0,
7,Youngstown State,12,9,.571,19,15,.559,72.6,69.8,-6.3,-7.1,
8,Illinois-Chicago,9,10,.474,14,16,.467,72.0,72.9,-8.8,-6.4,
9,Milwaukee,8,14,.364,10,22,.313,64.8,70.8,-13.2,-6.3,
10,Robert Morris,5,16,.238,8,24,.250,69.4,74.7,-12.5,-5.5,
11,Green Bay,4,16,.200,5,25,.167,61.7,68.9,-13.9,-5.4,
12,IU Indy,1,16,.059,3,26,.103,52.4,67.1,-23.6,-6.5,
