Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas State,12,3,.800,21,8,.724,70.4,63.2,0.1,-2.9,Reg. Season Champion
2,Appalachian State,12,6,.667,19,15,.559,67.1,63.1,-1.4,-1.4,
3,Georgia State,9,5,.643,18,11,.621,70.7,65.7,-1.1,-1.3,NCAA Tournament; Conf. Tournament Champion
4,Troy,10,6,.625,20,12,.625,69.2,65.6,-3.6,-3.5,
5,South Alabama,9,7,.563,21,12,.636,71.6,64.0,0.2,-3.6,
6,Arkansas State,8,7,.533,18,11,.621,70.9,68.1,-3.3,-3.5,
7,Coastal Carolina,8,8,.500,19,14,.576,72.8,65.3,0.7,-2.4,
8,Louisiana,8,9,.471,16,15,.516,71.1,69.4,-2.7,-2.9,
9,UT Arlington,7,10,.412,11,18,.379,67.2,68.7,-5.5,-0.9,
10,Georgia Southern,5,11,.313,13,16,.448,66.4,65.6,-7.0,-3.0,
11,Louisiana-Monroe,5,13,.278,13,18,.419,72.5,74.3,-8.7,-2.6,
12,Little Rock,3,11,.214,9,19,.321,66.7,73.1,-12.0,-0.7,
